TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod
T01307,12/22/2024,C017,P026,S005,4,0,Cash
T01308,2/29/2024,C105,P030,S003,4,0.05,Mobile Money
T01309,11/20/2024,C182,P027,S005,2,0.05,Credit Card
T01310,11/10/2023,C098,P017,S003,5,0.15,Cash
T01311,3/29/2025,C078,P042,S005,3,0.15,Mobile Money
T01312,6/18/2025,C058,P032,S001,1,0.05,Bank Transfer
T01313,7/26/2025,C077,P009,S004,1,0.1,Mobile Money
T01314,5/2/2025,C046,P012,S004,2,0,Cash
T01315,1/21/2025,C196,P022,S003,4,0,Bank Transfer
T01316,11/20/2023,C149,P049,S004,5,0.15,Bank Transfer
T01317,5/11/2024,C161,P001,S004,1,0.1,Cash
T01318,1/22/2024,C067,P047,S002,5,0,Credit Card
T01319,5/28/2024,C082,P004,S004,2,0.1,Credit Card
T01320,12/16/2024,C014,P049,S003,3,0.15,Bank Transfer
T01321,7/8/2024,C013,P002,S003,3,0,Credit Card
T01322,9/14/2024,C197,P021,S002,1,0.05,Bank Transfer
T01323,8/2/2025,C081,P019,S003,3,0.1,Cash
T01324,4/20/2024,C137,P043,S005,3,0.05,Cash
T01325,1/24/2025,C036,P042,S005,3,0.1,Mobile Money
T01326,12/28/2023,C106,P019,S003,2,0,Credit Card
T01327,4/2/2025,C040,P031,S005,2,0.05,Cash
T01328,5/14/2025,C107,P011,S004,1,0,Credit Card
T01329,5/25/2024,C005,P014,S004,3,0.1,Bank Transfer
T01330,6/10/2024,C036,P033,S004,5,0.1,Credit Card
T01331,9/15/2024,C182,P044,S003,1,0,Credit Card
T01332,4/17/2025,C033,P029,S002,2,0.1,Credit Card
T01333,7/31/2024,C054,P044,S002,1,0.15,Cash
T01334,11/15/2024,C020,P018,S001,4,0.15,Cash
T01335,7/5/2024,C051,P001,S001,1,0,Mobile Money
T01336,8/22/2025,C031,P011,S003,1,0,Bank Transfer
T01337,9/20/2023,C171,P045,S001,1,0,Credit Card
T01338,8/22/2024,C151,P045,S002,2,0.1,Cash
T01339,3/7/2024,C024,P006,S002,3,0.1,Bank Transfer
T01340,1/24/2025,C042,P001,S005,5,0.05,Cash
T01341,3/22/2025,C026,P017,S005,1,0.05,Credit Card
T01342,4/7/2025,C073,P004,S002,5,0,Cash
T01343,1/4/2025,C055,P032,S005,4,0.1,Credit Card
T01344,11/25/2023,C113,P027,S001,2,0.1,Mobile Money
T01345,8/26/2025,C109,P005,S002,5,0.05,Mobile Money
T01346,1/24/2024,C029,P004,S003,1,0.15,Cash
T01347,2/9/2024,C134,P013,S002,4,0.1,Bank Transfer
T01348,8/31/2024,C143,P025,S001,1,0.1,Mobile Money
T01349,11/15/2024,C030,P036,S004,3,0.15,Bank Transfer
T01350,11/6/2023,C176,P013,S004,2,0.15,Bank Transfer
T01351,10/13/2023,C110,P050,S002,1,0.15,Bank Transfer
T01352,12/22/2024,C046,P030,S001,4,0,Mobile Money
T01353,4/17/2024,C113,P050,S005,1,0,Credit Card
T01354,10/28/2023,C102,P003,S004,5,0,Credit Card
T01355,12/22/2023,C017,P006,S003,2,0.1,Credit Card
T01356,6/5/2025,C153,P018,S004,1,0.05,Mobile Money
T01357,7/26/2025,C186,P050,S004,3,0.1,Mobile Money
T01358,6/29/2024,C092,P046,S004,5,0.15,Mobile Money
T01359,8/14/2025,C131,P023,S003,2,0.15,Cash
T01360,6/6/2025,C032,P044,S003,4,0.15,Credit Card
T01361,11/9/2023,C161,P050,S002,1,0,Cash
T01362,2/13/2024,C018,P019,S004,1,0.05,Mobile Money
T01363,4/24/2024,C155,P015,S003,2,0.1,Cash
T01364,7/6/2025,C195,P008,S001,5,0.15,Mobile Money
T01365,9/2/2024,C052,P006,S003,4,0.15,Bank Transfer
T01366,6/8/2024,C139,P050,S003,5,0,Cash
T01367,3/29/2024,C111,P048,S001,4,0.15,Bank Transfer
T01368,6/3/2024,C097,P004,S004,4,0,Cash
T01369,1/2/2025,C046,P042,S005,3,0.05,Mobile Money
T01370,4/24/2024,C111,P010,S002,3,0.15,Mobile Money
T01371,10/19/2023,C196,P019,S001,5,0.15,Mobile Money
T01372,8/30/2025,C122,P005,S005,2,0,Mobile Money
T01373,4/1/2024,C068,P040,S004,5,0.15,Bank Transfer
T01374,5/26/2024,C197,P021,S003,3,0,Cash
T01375,11/19/2023,C152,P042,S001,2,0.1,Bank Transfer
T01376,6/5/2024,C190,P050,S005,1,0.1,Mobile Money
T01377,1/9/2025,C025,P040,S004,3,0.1,Mobile Money
T01378,4/26/2024,C090,P049,S001,2,0.05,Credit Card
T01379,1/30/2024,C166,P003,S003,5,0,Cash
T01380,2/5/2024,C079,P020,S001,3,0.05,Cash
T01381,10/17/2023,C138,P042,S003,1,0.15,Mobile Money
T01382,5/28/2024,C146,P025,S005,4,0.1,Cash
T01383,11/1/2024,C179,P021,S004,5,0,Bank Transfer
T01384,7/28/2025,C097,P036,S005,4,0.1,Cash
T01385,2/15/2024,C126,P037,S001,2,0.1,Mobile Money
T01386,1/28/2024,C129,P017,S003,2,0.1,Bank Transfer
T01387,3/9/2024,C112,P040,S002,4,0,Credit Card
T01388,5/8/2025,C074,P045,S003,1,0.1,Mobile Money
T01389,3/18/2025,C058,P016,S005,1,0,Bank Transfer
T01390,4/14/2024,C070,P026,S001,5,0.15,Mobile Money
T01391,12/10/2023,C054,P007,S003,1,0.1,Bank Transfer
T01392,5/23/2025,C111,P008,S005,3,0.05,Mobile Money
T01393,11/24/2024,C103,P031,S003,5,0.15,Credit Card
T01394,9/18/2024,C005,P050,S005,2,0.15,Credit Card
T01395,4/8/2025,C170,P016,S004,3,0.15,Cash
T01396,3/31/2025,C134,P017,S002,3,0.15,Credit Card
T01397,4/9/2024,C062,P028,S002,3,0.15,Mobile Money
T01398,1/28/2025,C082,P020,S001,2,0.15,Bank Transfer
T01399,6/23/2025,C074,P003,S002,3,0.05,Mobile Money
T01400,4/19/2025,C062,P024,S001,2,0.05,Cash
T01401,7/21/2025,C063,P013,S003,4,0.15,Mobile Money
T01402,3/31/2024,C109,P018,S001,2,0.05,Bank Transfer
T01403,12/2/2023,C035,P026,S001,3,0.1,Credit Card
T01404,8/4/2024,C165,P031,S001,4,0,Cash
T01405,2/17/2025,C022,P048,S003,5,0.1,Cash
T01406,8/27/2024,C105,P036,S003,1,0.15,Credit Card
T01407,10/9/2024,C061,P019,S001,5,0,Bank Transfer
T01408,9/25/2024,C128,P029,S001,2,0,Bank Transfer
T01409,8/25/2025,C085,P001,S005,4,0.05,Mobile Money
T01410,5/21/2025,C056,P026,S002,1,0.05,Credit Card
T01411,2/8/2024,C071,P008,S004,4,0.1,Cash
T01412,12/18/2023,C126,P043,S005,3,0,Bank Transfer
T01413,6/6/2024,C140,P005,S004,4,0.05,Bank Transfer
T01414,8/12/2024,C038,P050,S003,4,0.1,Bank Transfer
T01415,4/21/2024,C006,P050,S005,1,0,Credit Card
T01416,3/3/2025,C065,P026,S005,4,0.1,Bank Transfer
T01417,5/27/2025,C176,P050,S001,5,0.05,Mobile Money
T01418,5/13/2024,C100,P005,S001,4,0.1,Bank Transfer
T01419,9/24/2024,C024,P034,S002,3,0.05,Credit Card
T01420,3/28/2024,C113,P026,S003,4,0,Bank Transfer
T01421,7/1/2024,C021,P002,S004,4,0.15,Bank Transfer
T01422,9/10/2023,C184,P016,S004,1,0.05,Bank Transfer
T01423,5/11/2025,C130,P039,S001,3,0.15,Bank Transfer
T01424,6/5/2024,C117,P038,S001,1,0.05,Mobile Money
T01425,4/8/2024,C165,P031,S002,1,0.15,Credit Card
T01426,11/6/2023,C161,P023,S003,3,0,Cash
T01427,4/5/2025,C041,P023,S002,5,0.05,Mobile Money
T01428,3/7/2024,C082,P039,S004,4,0.05,Bank Transfer
T01429,5/17/2024,C045,P030,S005,3,0.1,Credit Card
T01430,7/18/2024,C022,P010,S004,3,0.05,Mobile Money
T01431,12/25/2024,C097,P040,S005,2,0,Cash
T01432,11/29/2023,C143,P020,S005,2,0,Mobile Money
T01433,7/10/2024,C051,P044,S003,2,0,Mobile Money
T01434,2/21/2024,C159,P048,S004,5,0.1,Credit Card
T01435,3/31/2025,C023,P003,S003,2,0,Cash
T01436,5/16/2025,C184,P043,S005,4,0.15,Mobile Money
T01437,4/2/2024,C031,P041,S002,2,0.05,Bank Transfer
T01438,2/6/2025,C074,P029,S004,4,0.05,Mobile Money
T01439,9/28/2023,C053,P017,S005,2,0.1,Credit Card
T01440,11/13/2024,C108,P015,S002,4,0.05,Cash
T01441,4/1/2025,C075,P036,S003,2,0.15,Credit Card
T01442,1/18/2024,C095,P015,S005,4,0,Cash
T01443,7/28/2025,C121,P020,S002,3,0.15,Credit Card
T01444,8/20/2024,C183,P041,S004,4,0.1,Cash
T01445,7/20/2024,C025,P019,S005,1,0,Bank Transfer
T01446,4/15/2025,C061,P022,S004,3,0,Cash
T01447,2/8/2024,C065,P011,S005,5,0.15,Bank Transfer
T01448,7/31/2024,C102,P003,S003,2,0,Credit Card
T01449,10/3/2024,C067,P006,S002,5,0.15,Bank Transfer
T01450,11/25/2024,C120,P035,S002,1,0.1,Mobile Money
T01451,10/19/2023,C037,P031,S003,1,0.1,Cash
T01452,11/21/2023,C033,P019,S004,3,0.1,Mobile Money
T01453,9/21/2023,C073,P030,S003,5,0.1,Bank Transfer
T01454,1/19/2025,C112,P016,S002,3,0.15,Credit Card
T01455,7/24/2025,C143,P020,S004,1,0.05,Credit Card
T01456,1/9/2024,C014,P017,S002,2,0,Mobile Money
T01457,9/27/2024,C067,P048,S002,4,0.15,Cash
T01458,12/5/2024,C127,P033,S001,4,0.1,Mobile Money
T01459,4/11/2025,C118,P019,S004,1,0.05,Cash
T01460,2/7/2024,C090,P031,S001,2,0.1,Credit Card
T01461,5/28/2025,C044,P045,S005,3,0.05,Cash
T01462,3/20/2025,C135,P033,S005,2,0.15,Cash
T01463,2/10/2024,C064,P012,S004,1,0.1,Cash
T01464,5/3/2025,C073,P035,S001,4,0.1,Cash
T01465,6/11/2025,C083,P049,S002,1,0,Mobile Money
T01466,3/10/2024,C182,P038,S004,4,0.1,Cash
T01467,3/19/2025,C085,P035,S001,5,0.15,Bank Transfer
T01468,1/17/2024,C188,P006,S005,2,0.05,Cash
T01469,7/17/2024,C165,P029,S003,3,0,Cash
T01470,5/9/2025,C141,P028,S005,4,0,Mobile Money
T01471,12/29/2024,C066,P031,S002,2,0.15,Cash
T01472,3/9/2025,C006,P003,S002,2,0.15,Mobile Money
T01473,5/8/2024,C073,P011,S002,1,0.1,Mobile Money
T01474,12/18/2024,C111,P016,S003,5,0.05,Bank Transfer
T01475,5/30/2024,C171,P021,S001,3,0.05,Mobile Money
T01476,12/9/2024,C115,P008,S004,4,0.1,Mobile Money
T01477,10/20/2024,C024,P042,S004,3,0.05,Mobile Money
T01478,4/5/2024,C162,P049,S004,1,0,Bank Transfer
T01479,3/24/2025,C119,P022,S002,2,0.15,Cash
T01480,6/23/2025,C075,P005,S004,4,0,Mobile Money
T01481,10/11/2024,C077,P010,S002,2,0.1,Credit Card
T01482,7/15/2025,C134,P044,S004,3,0,Cash
T01483,4/9/2024,C012,P008,S005,1,0.15,Mobile Money
T01484,6/7/2024,C025,P034,S004,5,0.1,Bank Transfer
T01485,11/4/2024,C066,P042,S005,1,0,Cash
T01486,10/5/2023,C190,P041,S004,2,0.05,Mobile Money
T01487,4/14/2025,C012,P004,S001,4,0.1,Bank Transfer
T01488,7/10/2024,C151,P037,S004,4,0.1,Bank Transfer
T01489,12/4/2023,C048,P006,S002,2,0,Bank Transfer
T01490,11/9/2023,C173,P010,S001,4,0,Cash
T01491,11/19/2024,C102,P036,S001,1,0.05,Mobile Money
T01492,7/23/2024,C118,P048,S004,5,0.15,Bank Transfer
T01493,12/9/2024,C159,P009,S005,3,0.15,Bank Transfer
T01494,5/25/2024,C023,P049,S002,2,0,Credit Card
T01495,11/24/2023,C029,P021,S001,2,0,Credit Card
T01496,7/30/2025,C124,P027,S002,2,0.15,Credit Card
T01497,10/25/2024,C023,P046,S003,4,0.05,Mobile Money
T01498,11/3/2024,C109,P030,S001,1,0.05,Credit Card
T01499,6/19/2024,C190,P007,S004,4,0.15,Cash
T01500,3/25/2025,C116,P046,S005,2,0.05,Bank Transfer
T01501,11/29/2023,C146,P018,S004,1,0.1,Cash
T01502,1/29/2024,C027,P036,S004,4,0.15,Bank Transfer
T01503,3/7/2024,C010,P031,S004,4,0.15,Mobile Money
T01504,1/13/2025,C060,P022,S001,5,0,Mobile Money
T01505,5/27/2024,C148,P010,S003,5,0,Bank Transfer
T01506,3/21/2025,C166,P044,S004,4,0,Mobile Money
T01507,4/10/2024,C160,P044,S003,4,0.15,Cash
T01508,7/22/2024,C042,P032,S003,2,0.15,Bank Transfer
T01509,4/19/2024,C113,P045,S002,5,0.05,Bank Transfer
T01510,8/2/2025,C155,P023,S004,2,0.1,Mobile Money
T01511,7/8/2024,C107,P005,S003,4,0.05,Credit Card
T01512,2/20/2024,C073,P030,S001,4,0.05,Credit Card
T01513,5/23/2025,C052,P015,S002,5,0.15,Cash
T01514,1/24/2024,C107,P040,S004,3,0.05,Credit Card
T01515,6/8/2025,C143,P043,S001,1,0.1,Bank Transfer
T01516,4/30/2025,C092,P005,S002,2,0,Cash
T01517,10/16/2023,C087,P016,S004,1,0.05,Cash
T01518,12/31/2023,C144,P007,S002,4,0.1,Bank Transfer
T01519,11/27/2023,C091,P003,S001,5,0.1,Credit Card
T01520,12/11/2023,C177,P027,S005,5,0,Cash
T01521,12/17/2024,C113,P018,S004,1,0,Cash
T01522,6/21/2025,C144,P011,S001,5,0,Credit Card
T01523,10/27/2024,C162,P031,S001,2,0.1,Credit Card
T01524,1/24/2025,C187,P013,S003,4,0.15,Cash
T01525,6/25/2024,C040,P012,S003,3,0.05,Cash
T01526,7/5/2024,C052,P009,S004,4,0,Credit Card
T01527,9/5/2024,C122,P012,S003,3,0.05,Cash
T01528,1/29/2025,C069,P018,S003,4,0.1,Credit Card
T01529,4/28/2024,C039,P015,S005,4,0.05,Credit Card
T01530,11/14/2023,C110,P010,S004,4,0.15,Bank Transfer
T01531,3/18/2025,C008,P032,S004,2,0,Cash
T01532,10/12/2024,C022,P039,S003,3,0.15,Credit Card
T01533,9/22/2024,C112,P030,S001,4,0,Credit Card
T01534,12/31/2024,C148,P040,S001,5,0.1,Mobile Money
T01535,7/4/2025,C103,P042,S005,3,0.1,Bank Transfer
T01536,6/6/2025,C003,P045,S003,5,0.05,Mobile Money
T01537,4/30/2025,C115,P017,S002,5,0.15,Bank Transfer
T01538,12/2/2023,C167,P035,S004,2,0.1,Cash
T01539,3/8/2025,C010,P036,S005,3,0.15,Credit Card
T01540,9/20/2023,C134,P005,S005,3,0.05,Cash
T01541,10/11/2024,C131,P026,S005,3,0.1,Credit Card
T01542,5/19/2025,C006,P027,S001,5,0.1,Credit Card
T01543,2/9/2025,C199,P037,S003,4,0,Cash
T01544,12/1/2024,C096,P040,S003,5,0.1,Cash
T01545,9/30/2024,C013,P005,S001,4,0.1,Cash
T01546,3/19/2024,C117,P008,S003,2,0.05,Bank Transfer
T01547,3/1/2024,C077,P019,S003,5,0.05,Mobile Money
T01548,7/4/2024,C134,P036,S002,1,0.1,Credit Card
T01549,7/24/2025,C200,P038,S003,4,0,Credit Card
T01550,5/8/2025,C183,P007,S004,4,0,Cash
T01551,12/4/2024,C016,P038,S004,2,0.15,Credit Card
T01552,8/6/2024,C115,P007,S001,3,0.15,Mobile Money
T01553,4/11/2025,C068,P009,S005,4,0.15,Mobile Money
T01554,1/22/2025,C177,P031,S004,4,0.05,Credit Card
T01555,10/18/2023,C130,P030,S002,4,0.15,Credit Card
T01556,2/26/2025,C181,P041,S005,5,0,Credit Card
T01557,9/14/2024,C117,P003,S004,1,0.05,Bank Transfer
T01558,8/22/2024,C031,P042,S005,4,0,Cash
T01559,10/30/2024,C095,P007,S005,3,0,Credit Card
T01560,4/30/2025,C031,P037,S003,3,0.1,Bank Transfer
T01561,11/16/2023,C076,P016,S004,1,0.05,Credit Card
T01562,9/17/2024,C151,P041,S004,1,0.1,Bank Transfer
T01563,12/10/2023,C056,P029,S002,4,0,Cash
T01564,3/2/2025,C141,P030,S003,1,0,Mobile Money
T01565,10/13/2024,C124,P022,S005,3,0.15,Bank Transfer
T01566,2/26/2025,C097,P029,S004,5,0.05,Credit Card
T01567,11/26/2024,C130,P041,S004,4,0.15,Credit Card
T01568,2/2/2024,C187,P017,S003,1,0.15,Mobile Money
T01569,2/15/2024,C060,P039,S004,3,0,Mobile Money
T01570,7/19/2025,C189,P022,S003,1,0.05,Cash
T01571,2/16/2025,C147,P008,S003,5,0,Cash
T01572,11/12/2024,C050,P014,S005,5,0,Credit Card
T01573,1/7/2024,C193,P023,S004,5,0,Cash
T01574,9/14/2024,C169,P012,S005,2,0,Bank Transfer
T01575,6/23/2025,C053,P046,S002,5,0.15,Cash
T01576,11/1/2023,C137,P027,S005,3,0.15,Cash
T01577,1/17/2025,C126,P022,S001,3,0.15,Credit Card
T01578,9/11/2024,C107,P039,S001,5,0.1,Mobile Money
T01579,7/8/2024,C066,P022,S001,1,0,Credit Card
T01580,9/7/2025,C074,P003,S002,2,0.1,Cash
T01581,3/9/2025,C040,P014,S003,4,0.05,Cash
T01582,2/22/2025,C158,P048,S003,2,0,Cash
T01583,9/13/2024,C077,P017,S004,1,0.1,Credit Card
T01584,5/25/2025,C106,P033,S003,3,0.15,Cash
T01585,5/12/2025,C014,P028,S002,2,0.05,Mobile Money
T01586,10/8/2024,C131,P028,S005,4,0,Bank Transfer
T01587,10/20/2024,C016,P041,S003,4,0.15,Cash
T01588,12/28/2023,C124,P041,S001,4,0.05,Cash
T01589,11/19/2024,C069,P020,S005,5,0,Credit Card
T01590,9/7/2024,C196,P004,S005,2,0.1,Mobile Money
T01591,10/27/2023,C115,P002,S001,5,0.05,Credit Card
T01592,9/5/2024,C096,P049,S005,2,0.05,Mobile Money
T01593,3/12/2024,C143,P030,S004,1,0,Mobile Money
T01594,7/10/2024,C159,P047,S003,2,0,Cash
T01595,12/6/2023,C124,P011,S003,5,0.1,Mobile Money
T01596,6/11/2025,C090,P015,S002,5,0.1,Cash
T01597,9/12/2024,C042,P045,S005,5,0,Bank Transfer
T01598,10/1/2023,C023,P019,S004,1,0.05,Bank Transfer
T01599,7/24/2024,C111,P043,S002,5,0.1,Bank Transfer
T01600,10/30/2024,C163,P003,S003,4,0.1,Credit Card
T01601,8/25/2025,C170,P033,S003,3,0.05,Mobile Money
T01602,2/3/2024,C154,P037,S003,1,0.05,Cash
T01603,3/26/2024,C156,P014,S004,1,0,Credit Card
T01604,6/4/2025,C106,P011,S005,4,0.15,Cash
T01605,5/13/2025,C167,P030,S001,5,0,Mobile Money
T01606,11/8/2024,C173,P023,S001,3,0.15,Bank Transfer
T01607,9/2/2024,C100,P006,S002,1,0,Mobile Money
T01608,4/2/2025,C095,P035,S002,4,0,Credit Card
T01609,10/7/2023,C191,P049,S001,3,0.1,Credit Card
T01610,1/14/2025,C024,P027,S005,3,0.05,Credit Card
T01611,12/4/2024,C127,P026,S003,1,0.1,Mobile Money
T01612,2/23/2025,C181,P039,S005,2,0,Credit Card
T01613,1/10/2024,C164,P006,S004,1,0.1,Mobile Money
T01614,9/20/2023,C044,P033,S005,2,0.05,Cash
T01615,11/20/2023,C151,P032,S002,1,0.05,Bank Transfer
T01616,5/30/2025,C146,P002,S002,5,0.1,Credit Card
T01617,8/23/2025,C174,P003,S001,5,0.1,Mobile Money
T01618,3/2/2025,C001,P003,S004,1,0.1,Mobile Money
T01619,1/21/2024,C105,P033,S003,1,0.15,Mobile Money
T01620,3/30/2025,C093,P026,S005,1,0.05,Cash
T01621,8/11/2025,C072,P025,S004,5,0.15,Bank Transfer
T01622,3/3/2025,C002,P035,S004,2,0.1,Cash
T01623,9/3/2024,C147,P032,S001,2,0.15,Cash
T01624,8/5/2025,C064,P011,S002,2,0.1,Bank Transfer
T01625,1/7/2024,C017,P027,S001,1,0.15,Mobile Money
T01626,6/22/2024,C007,P040,S005,3,0.1,Credit Card
T01627,4/10/2024,C028,P029,S004,2,0.1,Cash
T01628,12/31/2024,C086,P027,S005,2,0,Mobile Money
T01629,10/28/2024,C196,P044,S001,4,0,Cash
T01630,5/8/2025,C016,P042,S001,4,0.1,Cash
T01631,7/31/2025,C033,P007,S001,4,0,Bank Transfer
T01632,8/10/2024,C157,P008,S004,1,0,Cash
T01633,6/25/2024,C144,P006,S001,3,0.15,Mobile Money
T01634,10/14/2024,C025,P047,S005,4,0.05,Cash
T01635,7/27/2024,C117,P024,S004,4,0.15,Cash
T01636,9/9/2024,C087,P033,S001,4,0.1,Credit Card
T01637,5/26/2024,C028,P016,S001,1,0,Credit Card
T01638,8/5/2025,C147,P014,S002,5,0.1,Bank Transfer
T01639,7/25/2024,C108,P005,S004,5,0.15,Credit Card
T01640,9/7/2025,C063,P011,S002,1,0,Credit Card
T01641,9/18/2023,C080,P046,S005,4,0.1,Bank Transfer
T01642,8/22/2025,C150,P047,S005,2,0.05,Mobile Money
T01643,1/21/2024,C080,P001,S005,3,0.1,Bank Transfer
T01644,3/1/2024,C003,P018,S005,5,0.05,Cash
T01645,10/22/2023,C061,P037,S005,5,0,Mobile Money
T01646,12/27/2023,C089,P038,S002,2,0.05,Cash
T01647,11/20/2023,C088,P026,S002,4,0.15,Bank Transfer
T01648,5/22/2025,C149,P019,S005,3,0.1,Mobile Money
T01649,2/12/2025,C085,P040,S002,1,0.15,Cash
T01650,12/10/2024,C127,P033,S002,1,0.05,Credit Card
T01651,8/18/2024,C120,P021,S005,2,0.05,Mobile Money
T01652,3/30/2024,C189,P004,S003,4,0.05,Mobile Money
T01653,8/8/2025,C048,P036,S001,3,0,Cash
T01654,6/5/2024,C092,P006,S001,5,0,Credit Card
T01655,1/8/2025,C075,P003,S004,2,0.1,Cash
T01656,5/1/2025,C008,P009,S002,2,0.1,Credit Card
T01657,12/1/2023,C057,P048,S003,2,0.1,Credit Card
T01658,1/3/2025,C046,P018,S002,1,0.05,Bank Transfer
T01659,2/9/2024,C026,P001,S001,2,0.15,Cash
T01660,2/10/2024,C087,P003,S002,3,0.15,Credit Card
T01661,10/26/2023,C095,P015,S003,2,0.15,Cash
T01662,11/7/2024,C031,P031,S002,2,0.05,Credit Card
T01663,7/19/2025,C137,P047,S004,3,0.1,Mobile Money
T01664,1/25/2025,C163,P020,S002,1,0.05,Bank Transfer
T01665,1/17/2024,C039,P036,S003,2,0,Bank Transfer
T01666,1/3/2024,C033,P048,S005,5,0.15,Credit Card
T01667,2/18/2025,C187,P022,S001,4,0,Credit Card
T01668,8/30/2025,C131,P042,S004,5,0.1,Mobile Money
T01669,1/26/2025,C133,P002,S004,2,0.1,Bank Transfer
T01670,6/21/2024,C135,P026,S004,4,0.15,Bank Transfer
T01671,12/13/2023,C149,P043,S004,5,0,Credit Card
T01672,7/18/2024,C057,P003,S002,4,0.05,Mobile Money
T01673,5/4/2024,C056,P009,S003,4,0.15,Credit Card
T01674,12/5/2024,C096,P021,S003,5,0,Credit Card
T01675,5/19/2024,C193,P021,S001,3,0.15,Bank Transfer
T01676,1/28/2025,C059,P038,S005,1,0.15,Bank Transfer
T01677,11/15/2023,C110,P037,S004,4,0.15,Mobile Money
T01678,2/6/2024,C095,P050,S004,3,0.1,Mobile Money
T01679,8/9/2024,C007,P050,S002,4,0.05,Bank Transfer
T01680,9/15/2023,C166,P044,S001,3,0,Bank Transfer
T01681,6/22/2024,C129,P029,S005,5,0,Bank Transfer
T01682,9/27/2024,C059,P005,S001,1,0,Bank Transfer
T01683,11/22/2023,C010,P039,S005,2,0.1,Credit Card
T01684,11/7/2024,C173,P012,S003,3,0.1,Bank Transfer
T01685,8/11/2024,C049,P035,S005,2,0.1,Cash
T01686,10/1/2023,C198,P036,S003,3,0.1,Mobile Money
T01687,6/20/2024,C104,P036,S005,1,0.15,Credit Card
T01688,10/5/2023,C102,P027,S002,2,0.05,Mobile Money
T01689,5/4/2025,C060,P009,S005,5,0.15,Mobile Money
T01690,3/5/2025,C088,P008,S001,3,0.05,Mobile Money
T01691,4/26/2024,C198,P022,S004,2,0.15,Mobile Money
T01692,12/5/2023,C143,P046,S001,3,0.05,Credit Card
T01693,10/3/2024,C079,P040,S001,4,0.1,Bank Transfer
T01694,7/3/2024,C058,P033,S004,4,0.15,Bank Transfer
T01695,7/6/2024,C084,P010,S005,1,0,Credit Card
T01696,10/9/2024,C040,P024,S003,5,0.15,Mobile Money
T01697,3/9/2024,C053,P003,S004,1,0.15,Credit Card
T01698,8/17/2024,C122,P036,S001,3,0.15,Bank Transfer
T01699,1/19/2025,C024,P034,S002,1,0.05,Cash
T01700,5/9/2024,C177,P047,S005,4,0,Credit Card
T01701,3/25/2025,C051,P032,S001,4,0.1,Credit Card
T01702,5/23/2024,C060,P041,S003,5,0,Mobile Money
T01703,1/22/2025,C015,P036,S003,5,0,Credit Card
T01704,11/5/2023,C084,P046,S004,4,0.05,Cash
T01705,12/9/2023,C034,P032,S005,4,0.15,Cash
T01706,5/28/2025,C100,P001,S002,2,0.05,Bank Transfer
T01707,3/5/2025,C111,P048,S004,2,0.1,Credit Card
T01708,7/8/2025,C129,P041,S004,3,0.05,Cash
T01709,10/10/2024,C037,P016,S004,1,0.15,Credit Card
T01710,2/12/2025,C135,P025,S003,5,0.15,Mobile Money
T01711,9/17/2023,C119,P028,S005,1,0,Bank Transfer
T01712,11/15/2024,C166,P006,S004,3,0.1,Mobile Money
T01713,10/4/2024,C157,P027,S002,4,0.05,Credit Card
T01714,10/11/2023,C159,P008,S004,4,0.15,Credit Card
T01715,8/9/2025,C179,P023,S005,1,0.15,Cash
T01716,7/4/2024,C062,P009,S002,3,0.1,Cash
T01717,1/19/2024,C179,P003,S002,4,0.15,Cash
T01718,9/20/2023,C095,P050,S001,1,0.1,Mobile Money
T01719,9/20/2024,C116,P022,S002,3,0.05,Cash
T01720,8/24/2025,C119,P037,S001,1,0.15,Mobile Money
T01721,2/15/2024,C088,P042,S004,2,0.15,Cash
T01722,9/27/2024,C003,P045,S003,1,0.05,Bank Transfer
T01723,5/26/2024,C172,P025,S004,4,0.15,Cash
T01724,8/10/2025,C022,P013,S005,2,0.15,Credit Card
T01725,6/26/2024,C121,P015,S003,2,0.05,Cash
T01726,9/13/2023,C156,P040,S001,2,0.1,Cash
T01727,5/18/2025,C137,P036,S004,2,0,Cash
T01728,5/19/2024,C174,P018,S003,2,0.15,Bank Transfer
T01729,8/24/2025,C046,P033,S002,1,0.05,Mobile Money
T01730,8/22/2025,C179,P002,S001,5,0,Mobile Money
T01731,6/8/2025,C177,P011,S003,4,0,Cash
T01732,12/28/2024,C013,P034,S004,2,0.05,Bank Transfer
T01733,9/15/2024,C062,P046,S002,1,0,Mobile Money
T01734,4/2/2024,C008,P032,S001,3,0.05,Cash
T01735,8/11/2025,C057,P018,S001,2,0.05,Cash
T01736,8/5/2024,C107,P050,S005,1,0.1,Bank Transfer
T01737,7/29/2024,C144,P006,S002,5,0.05,Mobile Money
T01738,7/28/2025,C110,P010,S001,2,0.05,Cash
T01739,9/21/2023,C092,P033,S003,2,0,Mobile Money
T01740,9/8/2025,C168,P050,S003,1,0.15,Credit Card
T01741,6/29/2024,C118,P013,S002,1,0.1,Bank Transfer
T01742,4/24/2024,C012,P004,S001,2,0.15,Bank Transfer
T01743,7/8/2024,C197,P024,S005,4,0,Credit Card
T01744,8/19/2024,C065,P019,S001,5,0.1,Mobile Money
T01745,2/20/2024,C174,P040,S002,3,0.05,Bank Transfer
T01746,3/22/2025,C171,P001,S004,1,0.1,Cash
T01747,5/1/2024,C156,P007,S005,4,0.15,Credit Card
