TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod,TotalAmount,GrossRevenue,NetRevenue,Profit
T00245,9/14/2024,C121,P011,S001,4,0.1,"Bank Transfer",894.852,994.28,894.852,132.17200000000003
T00246,6/3/2024,C192,P030,S001,3,0,"Bank Transfer",87.72,87.72,87.72,41.88
T00247,12/7/2024,C062,P022,S001,5,0.1,"Credit Card",115.065,127.85,115.065,19.814999999999998
T00248,11/17/2023,C012,P035,S003,5,0.1,"Credit Card",7030.935,7812.150000000001,7030.935,1052.7849999999999
T00249,2/2/2025,C200,P039,S004,4,0.05,"Credit Card",2055.572,2163.76,2055.572,462.5720000000001
T00250,7/8/2025,C017,P037,S004,1,0.1,"Credit Card",1757.3850000000002,1952.65,1757.3850000000002,306.11500000000024
T00251,8/3/2024,C012,P022,S002,1,0.1,"Bank Transfer",23.013,25.57,23.013,3.963000000000001
T00252,3/20/2024,C132,P046,S004,5,0.15,"Bank Transfer",4952.822499999999,5826.849999999999,4952.822499999999,320.0724999999993
T00253,2/20/2024,C010,P004,S002,3,0.1,Cash,5005.179,5561.3099999999995,5005.179,914.6190000000001
T00254,3/16/2025,C168,P046,S003,3,0,"Bank Transfer",3496.1099999999997,3496.1099999999997,3496.1099999999997,716.46
T00255,11/11/2024,C112,P039,S004,4,0.15,"Bank Transfer",1839.1960000000001,2163.76,1839.1960000000001,246.19600000000014
T00256,9/29/2024,C048,P015,S004,4,0.1,"Bank Transfer",973.62,1081.8,973.62,223.22000000000003
T00257,10/18/2024,C022,P040,S004,1,0.15,"Credit Card",1483.7685,1745.61,1483.7685,161.32849999999985
T00258,3/27/2025,C140,P046,S003,3,0,Cash,3496.1099999999997,3496.1099999999997,3496.1099999999997,716.46
T00259,5/10/2025,C084,P011,S003,3,0.15,"Mobile Money",633.8535,745.71,633.8535,61.84350000000006
T00260,2/26/2025,C043,P024,S004,3,0.15,Cash,3792.8955,4462.2300000000005,3792.8955,1353.6855
T00261,11/16/2023,C187,P030,S003,5,0.15,"Bank Transfer",124.26999999999998,146.2,124.26999999999998,47.86999999999999
T00262,8/4/2024,C164,P039,S001,1,0.15,"Bank Transfer",459.79900000000004,540.94,459.79900000000004,61.549000000000035
T00263,10/3/2024,C132,P035,S002,1,0.05,"Mobile Money",1484.3085,1562.43,1484.3085,288.6785
T00264,2/19/2025,C009,P037,S002,1,0.05,"Bank Transfer",1855.0175,1952.65,1855.0175,403.74749999999995
T00265,5/1/2025,C093,P044,S004,5,0,"Credit Card",6432.75,6432.75,6432.75,2445.05
T00266,5/23/2024,C174,P014,S004,3,0.1,"Mobile Money",3625.425,4028.25,3625.425,1231.605
T00267,10/11/2023,C196,P009,S001,5,0.05,"Bank Transfer",585.1525,615.95,585.1525,183.35250000000002
T00268,1/23/2025,C102,P016,S003,3,0.05,Cash,5297.4375,5576.25,5297.4375,943.9574999999995
T00269,5/23/2024,C007,P046,S002,4,0.15,Cash,3962.2579999999994,4661.48,3962.2579999999994,256.05799999999954
T00270,2/24/2024,C068,P023,S003,4,0.05,"Bank Transfer",7138.186,7513.88,7138.186,3078.546
T00271,6/20/2025,C178,P040,S004,2,0,"Credit Card",3491.22,3491.22,3491.22,846.3399999999997
T00272,12/3/2024,C019,P002,S004,2,0.15,Cash,1391.892,1637.52,1391.892,336.65200000000004
T00273,10/20/2023,C175,P014,S003,3,0,"Bank Transfer",4028.25,4028.25,4028.25,1634.4299999999998
T00274,11/11/2023,C077,P002,S002,2,0.1,"Credit Card",1473.768,1637.52,1473.768,418.528
T00275,7/3/2025,C032,P043,S002,2,0.05,"Mobile Money",1072.398,1128.84,1072.398,484.47799999999995
T00276,10/13/2023,C007,P031,S003,5,0.1,"Mobile Money",4930.740000000001,5478.6,4930.740000000001,819.7400000000007
T00277,7/16/2024,C142,P035,S002,5,0,Cash,7812.150000000001,7812.150000000001,7812.150000000001,1834
T00278,10/10/2024,C080,P036,S004,4,0.15,"Mobile Money",5104.964,6005.84,5104.964,434.04399999999987
T00279,7/13/2025,C148,P012,S001,2,0.1,Cash,2147.562,2386.18,2147.562,511.0819999999999
T00280,2/5/2025,C116,P020,S004,5,0.1,"Credit Card",1457.64,1619.6000000000001,1457.64,242.74000000000024
T00281,10/14/2024,C200,P047,S005,5,0.05,"Credit Card",5686.6050000000005,5985.900000000001,5686.6050000000005,2072.9050000000007
T00282,3/9/2025,C111,P023,S005,1,0,"Credit Card",1878.47,1878.47,1878.47,863.5600000000001
T00283,7/12/2024,C078,P026,S002,2,0.1,"Credit Card",1828.368,2031.52,1828.368,659.568
T00284,6/7/2024,C089,P022,S005,3,0,"Bank Transfer",76.71000000000001,76.71000000000001,76.71000000000001,19.560000000000002
T00285,7/1/2024,C051,P009,S005,3,0.05,"Bank Transfer",351.0915,369.57,351.0915,110.01150000000001
T00286,10/11/2023,C158,P050,S005,1,0.05,"Credit Card",992.408,1044.64,992.408,217.33799999999997
T00287,7/11/2024,C044,P048,S005,5,0.1,Cash,5473.62,6081.799999999999,5473.62,1499.62
T00288,4/16/2024,C008,P041,S001,1,0.1,"Credit Card",1471.509,1635.01,1471.509,428.21900000000005
T00289,5/25/2024,C197,P001,S005,4,0,"Mobile Money",6694.76,6694.76,6694.76,1401.2399999999998
T00290,10/7/2024,C161,P001,S005,3,0.1,"Mobile Money",4518.963,5021.07,4518.963,548.8229999999994
T00291,6/12/2025,C063,P043,S004,3,0.15,Cash,1439.2709999999997,1693.2599999999998,1439.2709999999997,557.3909999999998
T00292,7/2/2024,C177,P041,S001,2,0.15,"Mobile Money",2779.517,3270.02,2779.517,692.9369999999999
T00293,5/25/2025,C124,P005,S004,2,0.1,"Credit Card",2513.196,2792.44,2513.196,505.01599999999985
T00294,3/20/2025,C081,P015,S003,3,0.15,"Credit Card",689.6474999999999,811.3499999999999,689.6474999999999,126.84749999999997
T00295,4/29/2025,C195,P020,S003,5,0,"Bank Transfer",1619.6000000000001,1619.6000000000001,1619.6000000000001,404.7000000000003
T00296,5/21/2025,C062,P004,S004,1,0.1,"Mobile Money",1668.393,1853.77,1668.393,304.87300000000005
T00297,10/4/2024,C064,P017,S002,1,0,"Bank Transfer",1246.11,1246.11,1246.11,412.5899999999999
T00298,8/21/2024,C099,P009,S005,4,0.05,"Credit Card",468.12199999999996,492.76,468.12199999999996,146.68199999999996
T00299,11/21/2023,C084,P027,S005,3,0.05,"Credit Card",3625.8554999999997,3816.69,3625.8554999999997,767.9054999999998
T00300,11/15/2023,C128,P011,S005,4,0.15,"Bank Transfer",845.1379999999999,994.28,845.1379999999999,82.45799999999997
T00301,12/7/2024,C128,P032,S001,1,0.15,"Mobile Money",259.0035,304.71,259.0035,94.99349999999998
T00302,12/11/2024,C062,P014,S002,5,0.1,Cash,6042.375,6713.75,6042.375,2052.6749999999997
T00303,9/9/2025,C013,P017,S003,4,0.15,"Bank Transfer",4236.773999999999,4984.44,4236.773999999999,902.6939999999995
T00304,6/8/2024,C138,P014,S001,1,0.15,"Credit Card",1141.3374999999999,1342.75,1141.3374999999999,343.3974999999998
T00305,10/8/2024,C068,P029,S003,4,0.1,Cash,5346.18,5940.2,5346.18,1392.9400000000005
T00306,10/17/2024,C103,P001,S001,5,0.05,"Bank Transfer",7950.0275,8368.45,7950.0275,1333.1274999999996
T00307,7/14/2025,C142,P012,S003,1,0.15,"Mobile Money",1014.1264999999999,1193.09,1014.1264999999999,195.88649999999984
T00308,11/23/2024,C196,P023,S005,3,0,"Credit Card",5635.41,5635.41,5635.41,2590.68
T00309,4/7/2024,C025,P049,S004,3,0.1,"Bank Transfer",1048.302,1164.78,1048.302,450.4019999999998
T00310,11/28/2023,C194,P010,S002,2,0.15,Cash,2030.0039999999997,2388.24,2030.0039999999997,352.1039999999996
T00311,7/1/2024,C012,P031,S001,2,0.1,"Mobile Money",1972.296,2191.44,1972.296,327.89599999999996
T00312,1/8/2025,C133,P024,S004,2,0.05,"Bank Transfer",2826.079,2974.82,2826.079,1199.939
T00313,12/19/2024,C157,P038,S003,2,0.15,"Bank Transfer",623.781,733.86,623.781,53.32099999999991
T00314,4/13/2025,C152,P028,S003,5,0.15,"Bank Transfer",2863.5649999999996,3368.8999999999996,2863.5649999999996,1046.9149999999997
T00315,9/19/2023,C122,P026,S001,3,0.1,Cash,2742.5519999999997,3047.2799999999997,2742.5519999999997,989.3519999999999
T00316,4/1/2025,C107,P003,S005,3,0,"Mobile Money",1012.89,1012.89,1012.89,505.79999999999995
T00317,2/27/2025,C068,P047,S005,5,0.05,Cash,5686.6050000000005,5985.900000000001,5686.6050000000005,2072.9050000000007
T00318,5/24/2025,C150,P043,S004,2,0.15,"Credit Card",959.5139999999999,1128.84,959.5139999999999,371.59399999999994
T00319,2/5/2025,C175,P014,S002,1,0,"Credit Card",1342.75,1342.75,1342.75,544.81
T00320,10/6/2024,C005,P032,S004,3,0.15,"Credit Card",777.0104999999999,914.1299999999999,777.0104999999999,284.9804999999999
T00321,11/8/2024,C106,P016,S002,4,0.15,Cash,6319.75,7435,6319.75,515.1099999999997
T00322,12/3/2024,C181,P018,S002,5,0.05,"Bank Transfer",5129.477500000001,5399.450000000001,5129.477500000001,1610.3275000000008
T00323,4/25/2025,C170,P037,S004,5,0.15,"Bank Transfer",8298.762499999999,9763.25,8298.762499999999,1042.4124999999985
T00324,4/20/2024,C045,P003,S004,5,0.1,"Bank Transfer",1519.335,1688.15,1519.335,674.1850000000001
T00325,12/29/2023,C174,P014,S003,5,0.15,"Credit Card",5706.6875,6713.75,5706.6875,1716.9874999999997
T00326,10/2/2024,C064,P002,S003,5,0.1,"Credit Card",3684.42,4093.8,3684.42,1046.3200000000002
T00327,6/27/2025,C077,P045,S003,2,0.15,"Bank Transfer",3194.4359999999997,3758.16,3194.4359999999997,1185.3159999999998
T00328,5/22/2025,C123,P043,S003,5,0.1,"Bank Transfer",2539.89,2822.1,2539.89,1070.09
T00329,12/13/2024,C032,P036,S005,5,0.15,"Mobile Money",6381.205,7507.3,6381.205,542.5550000000003
T00330,11/17/2023,C089,P034,S002,3,0,"Bank Transfer",1284.15,1284.15,1284.15,545.94
T00331,11/26/2024,C183,P046,S001,3,0.15,"Bank Transfer",2971.6935,3496.1099999999997,2971.6935,192.04350000000022
T00332,3/11/2024,C192,P002,S004,2,0.05,"Bank Transfer",1555.644,1637.52,1555.644,500.404
T00333,9/18/2024,C144,P026,S003,2,0,"Credit Card",2031.52,2031.52,2031.52,862.72
T00334,9/1/2025,C063,P026,S001,5,0.05,"Credit Card",4824.86,5078.8,4824.86,1902.8599999999997
T00335,10/26/2024,C014,P041,S001,4,0.1,"Mobile Money",5886.036,6540.04,5886.036,1712.8760000000002
T00336,12/12/2024,C026,P014,S002,1,0.05,"Mobile Money",1275.6125,1342.75,1275.6125,477.6724999999999
T00337,12/20/2024,C168,P043,S004,4,0.05,"Bank Transfer",2144.796,2257.68,2144.796,968.9559999999999
T00338,10/31/2024,C083,P010,S003,1,0,"Credit Card",1194.12,1194.12,1194.12,355.16999999999985
T00339,4/13/2024,C137,P039,S001,2,0.15,"Credit Card",919.5980000000001,1081.88,919.5980000000001,123.09800000000007
T00340,5/8/2024,C010,P010,S004,4,0.05,"Bank Transfer",4537.655999999999,4776.48,4537.655999999999,1181.8559999999989
T00341,11/24/2023,C010,P050,S001,3,0,"Bank Transfer",3133.92,3133.92,3133.92,808.71
T00342,7/8/2025,C073,P037,S004,5,0.15,"Credit Card",8298.762499999999,9763.25,8298.762499999999,1042.4124999999985
T00343,11/23/2024,C130,P022,S004,3,0.05,Cash,72.8745,76.71000000000001,72.8745,15.724499999999992
T00344,2/20/2025,C085,P045,S002,4,0.1,"Credit Card",6764.688,7516.32,6764.688,2746.4480000000003
T00345,8/30/2025,C004,P033,S003,3,0.05,"Credit Card",5127.0644999999995,5396.91,5127.0644999999995,1139.6144999999992
T00346,3/28/2025,C157,P014,S004,4,0.1,Cash,4833.900000000001,5371,4833.900000000001,1642.1400000000003
T00347,3/3/2025,C103,P030,S001,2,0.05,"Mobile Money",55.556,58.48,55.556,24.996
T00348,3/10/2025,C083,P025,S002,1,0.1,"Mobile Money",386.235,429.15,386.235,127.51499999999999
T00349,7/12/2025,C061,P025,S004,3,0.1,"Bank Transfer",1158.705,1287.4499999999998,1158.705,382.54499999999985
T00350,12/25/2024,C150,P015,S005,1,0.1,"Bank Transfer",243.405,270.45,243.405,55.80500000000001
T00351,12/24/2024,C178,P047,S002,1,0,"Mobile Money",1197.18,1197.18,1197.18,474.44000000000005
T00352,1/4/2024,C079,P011,S002,4,0.1,Cash,894.852,994.28,894.852,132.17200000000003
T00353,3/14/2025,C164,P015,S003,3,0.05,"Credit Card",770.7824999999999,811.3499999999999,770.7824999999999,207.98249999999996
T00354,12/24/2023,C035,P039,S004,2,0.15,"Bank Transfer",919.5980000000001,1081.88,919.5980000000001,123.09800000000007
T00355,9/16/2023,C107,P031,S005,4,0.05,"Credit Card",4163.736,4382.88,4163.736,874.9359999999997
T00356,8/29/2025,C175,P050,S005,1,0.15,"Bank Transfer",887.9440000000001,1044.64,887.9440000000001,112.87400000000002
T00357,8/20/2024,C020,P015,S005,1,0,"Credit Card",270.45,270.45,270.45,82.85
T00358,10/28/2023,C147,P049,S005,2,0.05,"Bank Transfer",737.694,776.52,737.694,339.09399999999994
T00359,3/22/2025,C134,P006,S004,1,0.05,"Mobile Money",302.1475,318.05,302.1475,114.80749999999998
T00360,1/30/2024,C024,P008,S005,4,0,"Mobile Money",439.12,439.12,439.12,156.76
T00361,8/18/2025,C034,P011,S005,4,0.15,Cash,845.1379999999999,994.28,845.1379999999999,82.45799999999997
T00362,6/17/2024,C144,P026,S004,3,0,"Mobile Money",3047.2799999999997,3047.2799999999997,3047.2799999999997,1294.08
T00363,9/9/2024,C066,P018,S001,2,0,Cash,2159.78,2159.78,2159.78,752.1200000000001
T00364,6/28/2024,C109,P024,S003,1,0,Cash,1487.41,1487.41,1487.41,674.34
T00365,6/15/2024,C121,P045,S001,3,0.15,"Credit Card",4791.6539999999995,5637.24,4791.6539999999995,1777.9739999999997
T00366,1/18/2025,C197,P034,S002,4,0.1,"Mobile Money",1540.98,1712.2,1540.98,556.7
T00367,2/8/2024,C115,P005,S004,4,0,"Credit Card",5584.88,5584.88,5584.88,1568.52
T00368,10/26/2023,C168,P044,S003,1,0.05,"Mobile Money",1222.2224999999999,1286.55,1222.2224999999999,424.6824999999999
T00369,8/10/2025,C136,P019,S002,2,0,Cash,3525.84,3525.84,3525.84,832.8800000000001
T00370,12/14/2024,C077,P010,S004,5,0.15,"Mobile Money",5075.009999999999,5970.599999999999,5075.009999999999,880.2599999999993
T00371,4/4/2024,C059,P035,S002,4,0.1,"Credit Card",5624.7480000000005,6249.72,5624.7480000000005,842.2280000000001
T00372,8/29/2024,C071,P014,S002,1,0,"Mobile Money",1342.75,1342.75,1342.75,544.81
T00373,5/14/2025,C158,P026,S001,2,0.05,Cash,1929.944,2031.52,1929.944,761.144
T00374,7/19/2025,C026,P013,S005,1,0.15,Cash,964.5799999999999,1134.8,964.5799999999999,289.4799999999999
T00375,11/11/2023,C063,P025,S001,4,0.15,"Credit Card",1459.11,1716.6,1459.11,424.2299999999998
T00376,5/28/2025,C139,P039,S002,1,0.05,"Bank Transfer",513.893,540.94,513.893,115.64300000000003
T00377,5/23/2024,C060,P030,S005,3,0.1,"Credit Card",78.94800000000001,87.72,78.94800000000001,33.10800000000001
T00378,2/21/2025,C078,P034,S002,5,0.05,"Mobile Money",2033.2375,2140.25,2033.2375,802.8875
T00379,2/13/2024,C077,P005,S003,1,0.05,"Mobile Money",1326.4089999999999,1396.22,1326.4089999999999,322.31899999999985
T00380,2/16/2025,C143,P010,S004,1,0.1,"Mobile Money",1074.7079999999999,1194.12,1074.7079999999999,235.7579999999998
T00381,10/18/2024,C135,P043,S003,4,0.15,"Credit Card",1919.0279999999998,2257.68,1919.0279999999998,743.1879999999999
T00382,7/27/2024,C077,P021,S004,2,0.15,"Credit Card",2086.308,2454.48,2086.308,132.12799999999993
T00383,2/26/2025,C058,P037,S003,2,0.15,Cash,3319.505,3905.3,3319.505,416.96500000000015
T00384,4/29/2025,C144,P007,S004,4,0.05,"Mobile Money",5601.655999999999,5896.48,5601.655999999999,2545.575999999999
T00385,11/20/2024,C063,P007,S003,2,0.1,Cash,2653.4159999999997,2948.24,2653.4159999999997,1125.3759999999997
T00386,7/17/2024,C116,P043,S003,1,0.05,Cash,536.199,564.42,536.199,242.23899999999998
T00387,4/15/2024,C069,P011,S004,5,0,Cash,1242.85,1242.85,1242.85,289.5
T00388,11/24/2023,C049,P024,S005,5,0.05,"Mobile Money",7065.1975,7437.05,7065.1975,2999.8475
T00389,10/19/2024,C054,P020,S003,3,0,"Credit Card",971.76,971.76,971.76,242.82000000000005
T00390,6/10/2025,C049,P048,S001,4,0.05,"Credit Card",4622.168,4865.44,4622.168,1442.9679999999998
T00391,10/10/2024,C102,P005,S002,5,0.1,"Bank Transfer",6282.990000000001,6981.1,6282.990000000001,1262.5400000000009
T00392,10/9/2024,C098,P041,S004,5,0.1,"Bank Transfer",7357.545,8175.05,7357.545,2141.0950000000003
T00393,12/23/2024,C067,P031,S003,5,0.15,"Mobile Money",4656.81,5478.6,4656.81,545.8100000000004
T00394,5/7/2024,C026,P001,S004,3,0.05,"Bank Transfer",4770.0165,5021.07,4770.0165,799.8764999999994
T00395,12/16/2024,C081,P025,S004,1,0.05,"Credit Card",407.69249999999994,429.15,407.69249999999994,148.9724999999999
T00396,7/25/2024,C005,P049,S003,5,0.15,"Bank Transfer",1650.105,1941.3,1650.105,653.605
T00397,11/17/2023,C040,P029,S002,3,0.05,"Mobile Money",4232.392499999999,4455.15,4232.392499999999,1267.4624999999992
T00398,10/14/2024,C146,P009,S002,4,0.1,"Bank Transfer",443.484,492.76,443.484,122.04399999999998
T00399,10/4/2023,C196,P017,S004,4,0.15,"Credit Card",4236.773999999999,4984.44,4236.773999999999,902.6939999999995
T00400,1/24/2024,C188,P006,S003,2,0.05,"Mobile Money",604.295,636.1,604.295,229.61499999999995
T00401,7/27/2024,C048,P047,S005,1,0,Cash,1197.18,1197.18,1197.18,474.44000000000005
T00402,5/13/2025,C172,P021,S001,1,0.15,"Credit Card",1043.154,1227.24,1043.154,66.06399999999996
T00403,5/4/2024,C162,P029,S002,1,0.05,Cash,1410.7975,1485.05,1410.7975,422.48749999999995
T00404,1/20/2025,C056,P048,S005,4,0.1,Cash,4378.896,4865.44,4378.896,1199.696
T00405,8/6/2024,C159,P022,S005,4,0.15,Cash,86.938,102.28,86.938,10.738
T00406,5/21/2025,C002,P031,S005,5,0.15,Cash,4656.81,5478.6,4656.81,545.8100000000004
T00407,6/13/2025,C005,P034,S005,3,0.1,Cash,1155.7350000000001,1284.15,1155.7350000000001,417.5250000000001
T00408,12/22/2024,C129,P015,S004,2,0,Cash,540.9,540.9,540.9,165.7
T00409,1/21/2025,C135,P037,S002,2,0.05,"Bank Transfer",3710.035,3905.3,3710.035,807.4949999999999
T00410,5/18/2024,C091,P048,S003,4,0,"Bank Transfer",4865.44,4865.44,4865.44,1686.2399999999998
T00411,9/24/2024,C104,P002,S004,5,0.05,"Credit Card",3889.11,4093.8,3889.11,1251.0100000000002
T00412,10/3/2023,C077,P005,S001,1,0,"Mobile Money",1396.22,1396.22,1396.22,392.13
T00413,1/20/2024,C098,P030,S004,5,0.15,Cash,124.26999999999998,146.2,124.26999999999998,47.86999999999999
T00414,9/19/2023,C164,P034,S001,2,0,"Mobile Money",856.1,856.1,856.1,363.96000000000004
T00415,6/13/2025,C112,P029,S003,5,0,Cash,7425.25,7425.25,7425.25,2483.7000000000007
T00416,4/18/2025,C059,P036,S002,5,0.15,"Bank Transfer",6381.205,7507.3,6381.205,542.5550000000003
T00417,10/19/2023,C012,P004,S001,3,0,"Credit Card",5561.3099999999995,5561.3099999999995,5561.3099999999995,1470.7499999999995
T00418,11/12/2024,C081,P033,S001,2,0.05,"Mobile Money",3418.0429999999997,3597.94,3418.0429999999997,759.7429999999995
T00419,1/30/2024,C020,P029,S003,2,0.05,"Mobile Money",2821.595,2970.1,2821.595,844.9749999999999
T00420,3/30/2024,C174,P029,S005,3,0.15,"Credit Card",3786.8774999999996,4455.15,3786.8774999999996,821.9474999999998
T00421,11/28/2023,C177,P019,S001,5,0.1,Cash,7933.14,8814.6,7933.14,1200.7400000000007
T00422,7/13/2025,C026,P046,S004,2,0,"Bank Transfer",2330.74,2330.74,2330.74,477.6399999999999
T00423,12/6/2023,C155,P001,S005,5,0.15,"Bank Transfer",7113.182500000001,8368.45,7113.182500000001,496.28250000000025
T00424,4/13/2024,C008,P014,S003,4,0.15,"Credit Card",4565.349999999999,5371,4565.349999999999,1373.5899999999992
T00425,10/9/2024,C092,P004,S005,4,0.15,"Credit Card",6302.818,7415.08,6302.818,848.7380000000003
T00426,9/11/2023,C175,P024,S005,4,0,"Bank Transfer",5949.64,5949.64,5949.64,2697.36
T00427,12/10/2024,C064,P030,S001,1,0.1,"Credit Card",26.316,29.24,26.316,11.036
T00428,8/30/2025,C098,P033,S002,4,0.1,"Bank Transfer",6476.292,7195.88,6476.292,1159.692
T00429,2/18/2024,C028,P010,S001,1,0.1,"Mobile Money",1074.7079999999999,1194.12,1074.7079999999999,235.7579999999998
T00430,3/3/2024,C093,P026,S003,1,0.05,Cash,964.972,1015.76,964.972,380.572
T00431,1/10/2024,C048,P015,S004,4,0.15,Cash,919.53,1081.8,919.53,169.13
T00432,12/18/2023,C007,P048,S001,3,0,"Bank Transfer",3649.08,3649.08,3649.08,1264.6800000000003
T00433,2/12/2024,C099,P010,S001,3,0.15,"Mobile Money",3045.006,3582.3599999999997,3045.006,528.1559999999995
T00434,2/21/2025,C200,P030,S001,5,0.05,"Credit Card",138.89,146.2,138.89,62.489999999999995
T00435,2/20/2025,C176,P028,S004,2,0.05,"Bank Transfer",1280.1819999999998,1347.56,1280.1819999999998,553.5219999999998
T00436,3/16/2024,C078,P011,S003,4,0.05,Cash,944.5659999999999,994.28,944.5659999999999,181.88599999999997
T00437,3/20/2024,C043,P025,S004,3,0.15,"Bank Transfer",1094.3324999999998,1287.4499999999998,1094.3324999999998,318.1724999999997
T00438,5/29/2025,C124,P027,S001,3,0.1,"Credit Card",3435.021,3816.69,3435.021,577.0710000000004
T00439,5/15/2024,C185,P046,S004,5,0.05,"Mobile Money",5535.507499999999,5826.849999999999,5535.507499999999,902.7574999999988
T00440,9/26/2023,C028,P048,S002,3,0,"Mobile Money",3649.08,3649.08,3649.08,1264.6800000000003
T00441,8/28/2025,C086,P012,S005,4,0.1,"Mobile Money",4295.124,4772.36,4295.124,1022.1639999999998
T00442,8/17/2024,C086,P027,S004,5,0.05,"Bank Transfer",6043.0925,6361.15,6043.0925,1279.8424999999997
T00443,4/6/2025,C083,P028,S005,2,0.15,"Bank Transfer",1145.426,1347.56,1145.426,418.76599999999996
T00444,4/1/2024,C046,P018,S004,3,0.1,"Mobile Money",2915.703,3239.67,2915.703,804.2129999999997
T00445,1/17/2025,C148,P002,S002,3,0.15,"Bank Transfer",2087.8379999999997,2456.2799999999997,2087.8379999999997,504.9779999999996
T00446,10/12/2024,C101,P016,S003,1,0.05,"Credit Card",1765.8125,1858.75,1765.8125,314.6524999999999
T00447,5/2/2025,C175,P015,S005,1,0.15,"Credit Card",229.8825,270.45,229.8825,42.2825
T00448,3/31/2024,C113,P044,S003,1,0.15,"Mobile Money",1093.5674999999999,1286.55,1093.5674999999999,296.0274999999999
T00449,1/2/2025,C036,P038,S003,2,0.1,"Credit Card",660.474,733.86,660.474,90.01400000000001
T00450,5/29/2025,C184,P017,S004,4,0,"Mobile Money",4984.44,4984.44,4984.44,1650.3599999999997
T00451,10/24/2024,C154,P041,S004,5,0.15,"Mobile Money",6948.7925,8175.05,6948.7925,1732.3424999999997
T00452,3/31/2025,C140,P033,S001,3,0,Cash,5396.91,5396.91,5396.91,1409.4599999999996
T00453,1/1/2024,C197,P010,S002,3,0.05,Cash,3403.2419999999997,3582.3599999999997,3403.2419999999997,886.3919999999994
T00454,7/1/2025,C145,P036,S004,3,0.15,Cash,3828.723,4504.38,3828.723,325.5329999999999
T00455,7/15/2025,C003,P030,S001,3,0.05,"Credit Card",83.33399999999999,87.72,83.33399999999999,37.49399999999999
T00456,1/17/2025,C115,P043,S003,4,0.15,"Credit Card",1919.0279999999998,2257.68,1919.0279999999998,743.1879999999999
T00457,4/27/2025,C089,P045,S001,4,0,"Bank Transfer",7516.32,7516.32,7516.32,3498.08
T00458,7/4/2025,C107,P035,S001,1,0.05,"Bank Transfer",1484.3085,1562.43,1484.3085,288.6785
T00459,11/7/2023,C080,P015,S003,4,0.05,"Mobile Money",1027.7099999999998,1081.8,1027.7099999999998,277.30999999999983
T00460,3/10/2025,C090,P028,S004,1,0.15,"Mobile Money",572.713,673.78,572.713,209.38299999999998
T00461,1/15/2025,C082,P012,S001,3,0,Cash,3579.2699999999995,3579.2699999999995,3579.2699999999995,1124.5499999999993
T00462,12/6/2023,C006,P043,S003,1,0.05,"Credit Card",536.199,564.42,536.199,242.23899999999998
T00463,11/9/2024,C133,P038,S002,5,0.05,"Bank Transfer",1742.9175,1834.65,1742.9175,316.7674999999999
T00464,6/4/2024,C144,P012,S004,4,0.05,"Mobile Money",4533.741999999999,4772.36,4533.741999999999,1260.7819999999992
T00465,8/12/2024,C162,P049,S002,2,0.15,"Mobile Money",660.0419999999999,776.52,660.0419999999999,261.4419999999999
T00466,10/3/2024,C008,P007,S005,2,0.15,"Mobile Money",2506.004,2948.24,2506.004,977.9639999999999
T00467,7/8/2024,C100,P011,S001,2,0.05,"Bank Transfer",472.28299999999996,497.14,472.28299999999996,90.94299999999998
T00468,6/11/2024,C193,P028,S001,5,0,"Credit Card",3368.8999999999996,3368.8999999999996,3368.8999999999996,1552.2499999999998
T00469,10/30/2024,C094,P030,S003,2,0.15,Cash,49.708,58.48,49.708,19.148
T00470,6/4/2025,C068,P048,S004,5,0.1,"Mobile Money",5473.62,6081.799999999999,5473.62,1499.62
T00471,11/4/2023,C157,P049,S004,5,0,"Bank Transfer",1941.3,1941.3,1941.3,944.8
T00472,12/9/2024,C091,P019,S004,5,0.05,"Bank Transfer",8373.87,8814.6,8373.87,1641.4700000000012
T00473,9/26/2024,C158,P013,S005,1,0.05,"Bank Transfer",1078.06,1134.8,1078.06,402.9599999999999
T00474,1/6/2024,C031,P026,S002,3,0,"Credit Card",3047.2799999999997,3047.2799999999997,3047.2799999999997,1294.08
T00475,3/13/2025,C096,P003,S002,5,0.15,"Mobile Money",1434.9275,1688.15,1434.9275,589.7775
T00476,5/29/2024,C153,P016,S002,5,0.15,"Mobile Money",7899.6875,9293.75,7899.6875,643.8874999999998
T00477,3/27/2025,C048,P029,S004,5,0.05,"Credit Card",7053.987499999999,7425.25,7053.987499999999,2112.4375
T00478,6/23/2024,C126,P013,S003,2,0.05,"Bank Transfer",2156.12,2269.6,2156.12,805.9199999999998
T00479,11/9/2024,C116,P025,S005,1,0.1,Cash,386.235,429.15,386.235,127.51499999999999
T00480,12/8/2024,C125,P004,S002,2,0.15,"Mobile Money",3151.409,3707.54,3151.409,424.36900000000014
T00481,12/26/2024,C105,P032,S004,4,0.15,"Mobile Money",1036.014,1218.84,1036.014,379.97399999999993
T00482,7/5/2024,C043,P006,S001,5,0,"Credit Card",1590.25,1590.25,1590.25,653.55
T00483,9/16/2023,C075,P009,S001,3,0.05,"Bank Transfer",351.0915,369.57,351.0915,110.01150000000001
T00484,8/30/2025,C044,P029,S004,5,0.15,Cash,6311.4625,7425.25,6311.4625,1369.9125000000004
T00485,8/13/2025,C147,P028,S001,3,0.1,Cash,1819.206,2021.34,1819.206,729.2159999999999
